location,time_posted,Mileage,Vehicle_color,Price,Vehicle_condition,engine_size,year,gearbox,brand,model,car_body,fuel,horsepower
Bizerte,,30000.0,Gris,55000.0,Avec kilométrage,2.0,2022.0,Manuelle,GMC,Hover,4 x 4,Diesel,11.0
Ben Arous,,120000.0,Gris,43000.0,Avec kilométrage,1.5,2016.0,Automatique,Mazda,E2000,Compacte,Essence,6.0
Monastir,,96505.0,Gris,75000.0,Avec kilométrage,1.6,2020.0,Automatique,Hyundai,H,4 x 4,Hybride essence,5.0
Béja,,201000.0,Blanc,51500.0,Avec kilométrage,1.2,2014.0,Manuelle,Volkswagen,Golf,Compacte,Essence,5.0
Tunis,,185000.0,Blanc,33500.0,Avec kilométrage,1.6,2019.0,Manuelle,Dacia,Dokker,Autres,Diesel,6.0
Ariana,,182.0,Rouge,32000.0,Avec kilométrage,1.2,2016.0,Manuelle,Hyundai,Grand i10,Compacte,Essence,5.0
Gabès,,130000.0,Blanc,55000.0,Avec kilométrage,1.5,2018.0,Manuelle,MG,ZS,4 x 4,Essence,7.0
Ben Arous,,198000.0,Noir,29000.0,Avec kilométrage,1.4,2013.0,Manuelle,Alfa Romeo,Mito,Berline,Essence,6.0
Ariana,,97000.0,Blanc,42000.0,Nouveau,1.5,2019.0,Manuelle,Chery,Tiggo,Berline,Essence,6.0
Ariana,,34000.0,Noir,43000.0,Nouveau,1.5,2020.0,Automatique,Honda,City,Berline,Essence,7.0
Ben Arous,,43000.0,Blanc,78000.0,Nouveau,1.6,2020.0,Manuelle,Hyundai,I 30,Compacte,Essence,6.0
Tunis,,120.0,Noir,16500.0,Avec kilométrage,3.2,2007.0,Manuelle,Citroen,C5,Compacte,Diesel,6.0
Tunis,,260000.0,Noir,62000.0,Avec kilométrage,2.0,2011.0,Automatique,BMW,Serie 5,Berline,Diesel,10.0
Tunis,,17600.0,Noir,39500.0,Nouveau,1.6,2021.0,Manuelle,Renault,Clio,Utilitaire,Essence,5.0
Ben Arous,,1520.0,Noir,19500.0,Nouveau,1.6,2013.0,Manuelle,Dacia,Dokker,Compacte,Diesel,6.0
Gabès,,145000.0,Blanc,52000.0,Nouveau,1.2,2019.0,Manuelle,Seat,Leon,Compacte,Essence,6.0
Monastir,,179000.0,Noir,25000.0,Avec kilométrage,1.5,2008.0,Manuelle,Renault,Megane,Berline,Diesel,6.0
Jendouba,,99999.0,Blanc,12340.0,Avec kilométrage,3.0,2010.0,Manuelle,Nissan,Urvan,Autres,Diesel,10.0
Ariana,,220000.0,Blanc,65000.0,Avec kilométrage,2.0,1997.0,Manuelle,Land Rover,Defender,4 x 4,Diesel,10.0
Ariana,,209.0,Noir,16500.0,Avec kilométrage,1.5,2005.0,Manuelle,Ford,Fiesta,Autres,Essence,5.0
Sfax,,37000.0,Blanc,108000.0,Nouveau,1.5,2022.0,Automatique,Seat,Altea,Compacte,Essence,8.0
Sousse,,180000.0,Rouge,22000.0,Avec kilométrage,1.6,2009.0,Manuelle,Chevrolet,Spark,Compacte,Essence,4.0
Ariana,,100000.0,Blanc,37800.0,Avec kilométrage,1.2,2018.0,Manuelle,Fiat,500,Compacte,Essence,4.0
Ben Arous,,178000.0,Beige,110000.0,Avec kilométrage,2.0,2007.0,Manuelle,Toyota,Prado,4 x 4,Diesel,11.0
Kairouan,,662500.0,Blanc,14000.0,Avec kilométrage,1.6,2000.0,Manuelle,Fiat,Ducato,Compacte,Diesel,6.0
Médenine,,29500.0,Rouge,49000.0,Nouveau,1.2,2021.0,Automatique,Hyundai,I 10,Compacte,Essence,5.0
Sfax,,275000.0,Gris,22998.0,Avec kilométrage,2.2,2010.0,Automatique,Mercedes-Benz,Classe C,Compacte,Diesel,8.0
Kasserine,,700.0,Blanc,97743.0,Avec kilométrage,1.2,2015.0,Manuelle,Toyota,Hi Ace,Compacte,Diesel,8.0
Gafsa,,400.0,Blanc,15000.0,Avec kilométrage,3.0,1999.0,Manuelle,Renault,Kangoo,Compacte,Diesel,7.0
Béja,,230.0,Blanc,13800.0,Avec kilométrage,1.2,1999.0,Manuelle,Renault,Kangoo,Autres,Essence,6.0
Sfax,,195000.0,Noir,33000.0,Avec kilométrage,1.6,2010.0,Manuelle,Citroen,C5,Autres,Diesel,7.0
Médenine,,64000.0,Gris,63500.0,Avec kilométrage,1.6,2021.0,Manuelle,Hyundai,I 20,Berline,Hybride essence,5.0
Gabès,,145000.0,Blanc,52000.0,Nouveau,1.2,2019.0,Manuelle,Seat,Leon,Compacte,Essence,6.0
Ben Arous,,280000.0,Bleu,28000.0,Avec kilométrage,1.2,2013.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Ariana,,40000.0,Rouge,38000.0,Nouveau,1.2,2022.0,Manuelle,Hyundai,I 20,Compacte,Essence,5.0
Sousse,,237000.0,Gris,21005.0,Avec kilométrage,1.5,2009.0,Manuelle,Renault,Clio,Compacte,Diesel,6.0
Ben Arous,,85000.0,Autre,62000.0,Nouveau,2.0,2019.0,Automatique,MG,ZS,4 x 4,Essence,9.0
Sfax,,104000.0,Noir,75000.0,Avec kilométrage,2.0,2021.0,Automatique,MG,HS,Autres,Essence,9.0
Sousse,,148000.0,Bleu,17500.0,Avec kilométrage,1.9,2004.0,Manuelle,Opel,Astra,Berline,Diesel,6.0
Ariana,,85.0,Gris,45500.0,Nouveau,1.6,2021.0,Manuelle,Seat,Ibiza,Autres,Essence,4.0
Sfax,,145000.0,Blanc,30000.0,Avec kilométrage,1.2,2018.0,Manuelle,Fiat,Grande Punto,Compacte,Essence,5.0
Sfax,,212000.0,Blanc,28000.0,Nouveau,1.2,2011.0,Manuelle,Kia,Rio,Autres,Essence,5.0
Sousse,,163000.0,Beige,33500.0,Avec kilométrage,1.2,2018.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Ariana,,275.0,Noir,45000.0,Avec kilométrage,1.8,2013.0,Automatique,Audi,A4,Berline,Essence,7.0
Nabeul,,150000.0,Rouge,29500.0,Avec kilométrage,1.1,2016.0,Automatique,Citroen,C3,Berline,Essence,5.0
Tunis,,31000.0,Noir,72000.0,Avec kilométrage,1.6,2021.0,Automatique,Nissan,Juke,Autres,Essence,6.0
Ben Arous,,300000.0,Noir,35000.0,Avec kilométrage,1.4,2016.0,Automatique,Skoda,Octavia,Berline,Essence,7.0
La Manouba,,350000.0,Noir,60000.0,Avec kilométrage,1.6,2018.0,Manuelle,Hyundai,Creta,Autres,Essence,7.0
Mahdia,,2700000.0,Noir,45000.0,Avec kilométrage,2.2,2007.0,Automatique,Mercedes-Benz,220,Compacte,Diesel,10.0
Tunis,,193000.0,Bleu,16500.0,Avec kilométrage,1.2,2005.0,Manuelle,Fiat,Panda,Berline,Essence,4.0
Gabès,,129.0,Beige,28500.0,Nouveau,1.6,2020.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Ariana,,175000.0,Noir,189000.0,Avec kilométrage,2.5,2014.0,Automatique,Land Rover,Range Rover Sport,4 x 4,Diesel,15.0
Nabeul,,152000.0,Gris,39500.0,Avec kilométrage,1.2,2018.0,Manuelle,Seat,Ibiza,Compacte,Diesel,4.0
Tunis,,85.0,Noir,23500.0,Avec kilométrage,1.2,2012.0,Manuelle,Dacia,Sandero,Compacte,Essence,4.0
Ben Arous,,13000.0,Noir,20000.0,Nouveau,1.5,2024.0,Manuelle,Autres,Autres,4 x 4,Essence,7.0
Sousse,,114183.0,Blanc,31000.0,Nouveau,1.2,2014.0,Manuelle,Ford,Fiesta,Autres,Essence,5.0
Tunis,,332000.0,Gris,16500.0,Avec kilométrage,1.2,1999.0,Manuelle,Renault,Clio,Compacte,Essence,4.0
Ariana,,250000.0,Gris,25000.0,Avec kilométrage,1.2,2007.0,Manuelle,Fiat,Siena,Autres,Essence,5.0
Ariana,,200000.0,Noir,60000.0,Avec kilométrage,2.0,2010.0,Manuelle,Jaguar,X-Type,Autres,Diesel,7.0
Bizerte,,390000.0,Gris,25000.0,Avec kilométrage,2.7,2003.0,Manuelle,Nissan,Terrano,4 x 4,Diesel,10.0
Bizerte,,220000.0,Blanc,43000.0,Avec kilométrage,2.0,2009.0,Manuelle,BMW,Serie 1,Compacte,Essence,7.0
Tunis,,99908.0,Noir,44000.0,Nouveau,1.7,2021.0,Manuelle,Fiat,Tipo,Autres,Essence,5.0
Tunis,,164000.0,Gris,26500.0,Avec kilométrage,1.3,2018.0,Manuelle,Fiat,Fiorino,Utilitaire,Diesel,5.0
Sfax,,123456789.0,Jaune,16000.0,Avec kilométrage,1.2,2012.0,Manuelle,Renault,Symbol,Berline,Essence,5.0
Tunis,,200000.0,Noir,82000.0,Nouveau,1.6,2017.0,Manuelle,Mercedes-Benz,Classe A,Compacte,Essence,6.0
Médenine,,200000.0,Beige,22139.0,Avec kilométrage,1.6,2001.0,Manuelle,Nissan,Patrol GR,4 x 4,Diesel,11.0
Sfax,,350000.0,Bleu,20000.0,Avec kilométrage,1.2,2002.0,Manuelle,Opel,Astra,Berline,Essence,5.0
Ben Arous,,200000.0,Gris,38500.0,Avec kilométrage,1.2,2017.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Nabeul,,124000.0,Autre,39500.0,Avec kilométrage,1.6,2016.0,Manuelle,Skoda,Fabia,Compacte,Essence,4.0
Kairouan,,17000.0,Blanc,1111.0,Nouveau,2.0,2022.0,Manuelle,Isuzu,D-MAX,Autres,Diesel,8.0
Gafsa,,146000.0,Autre,34000.0,Avec kilométrage,1.4,2015.0,Manuelle,Citroen,Nemo,Autres,Essence,5.0
Nabeul,,168700.0,Gris,65000.0,Avec kilométrage,1.7,2012.0,Manuelle,Hyundai,Ix 35,4 x 4,Diesel,6.0
Sfax,,49000.0,Noir,40000.0,Avec kilométrage,1.6,2020.0,Manuelle,Dacia,Dokker,Utilitaire,Diesel,6.0
Bizerte,,184000.0,Gris,44500.0,Avec kilométrage,1.6,2017.0,Manuelle,Citroen,Grand C4 Picasso,Autres,Diesel,6.0
Sousse,,127000.0,Blanc,56451.0,Avec kilométrage,1.4,2017.0,Manuelle,Mercedes-Benz,Classe A,Berline,Essence,6.0
Tunis,,20000.0,Gris,78000.0,Nouveau,1.6,2023.0,Manuelle,Ford,ECOSPORT,Berline,Essence,7.0
Sfax,,270000.0,Blanc,100000.0,Avec kilométrage,1.6,2013.0,Automatique,Audi,Q5,4 x 4,Diesel,10.0
La Manouba,,290000.0,Noir,30500.0,Avec kilométrage,1.4,2012.0,Manuelle,Opel,Astra,Compacte,Essence,6.0
Monastir,,200000.0,Blanc,11111.0,Avec kilométrage,1.1,2024.0,Manuelle,Citroen,C1,Autres,Essence,2024.0
Monastir,,117000.0,Autre,49000.0,Nouveau,1.6,2019.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Kasserine,,292000.0,Gris,19000.0,Avec kilométrage,1.6,2009.0,Manuelle,Peugeot,Partner,Autres,Essence,6.0
Ben Arous,,73000.0,Blanc,66500.0,Avec kilométrage,1.2,2020.0,Automatique,Toyota,Corolla,Compacte,Essence,5.0
Tunis,,113.0,Gris,79500.0,Nouveau,1.6,2019.0,Manuelle,Volkswagen,T-ROC,4 x 4,Essence,7.0
Ariana,,19200.0,Gris,90000.0,Avec kilométrage,1.2,2023.0,Automatique,Opel,Mokka,4 x 4,Essence,7.0
Sfax,,160000.0,Doré,14000.0,Pièces manquantes,2.0,2005.0,Manuelle,Citroen,Xsara Picasso,Monospace,Diesel,5.0
La Manouba,,42000.0,Blanc,169000.0,Avec kilométrage,1.5,2020.0,Automatique,Mercedes-Benz,Classe CLA,Berline,Hybride essence,8.0
Tunis,,280.0,Bleu,12500.0,Avec kilométrage,1.4,2010.0,Manuelle,Fiat,Punto,Berline,Essence,5.0
Sidi Bouzid,,88888888.0,Bleu,7000.0,Non dédouanné,1.8,1990.0,Manuelle,Audi,80,Compacte,Essence,22222222222222.0
Tunis,,222.0,Gris,26900.0,Avec kilométrage,1.6,2010.0,Manuelle,Renault,Megane,Compacte,Essence,6.0
Tunis,,20796820.0,Bleu,21000.0,Avec kilométrage,1.8,1992.0,Manuelle,Volkswagen,Golf,Compacte,Diesel,6.0
Tozeur,,999.0,Noir,11000.0,Nouveau,1.5,1994.0,Manuelle,Mercedes-Benz,250,Autres,Diesel,11000.0
Ariana,,240.0,Gris,48000.0,Avec kilométrage,2.2,2007.0,Manuelle,Toyota,RAV 4,4 x 4,Diesel,8.0
Tunis,,248000.0,Bleu,46500.0,Avec kilométrage,2.0,2007.0,Automatique,BMW,Serie 5,Berline,Essence,11.0
Tunis,,133000.0,Noir,75000.0,Non dédouanné,2.0,2014.0,Automatique,Mercedes-Benz,Classe E,Berline,Essence,10.0
Tunis,,149000.0,Noir,210000.0,Avec kilométrage,2.0,2017.0,Automatique,Porsche,Cayenne,4 x 4,Essence,15.0
Tunis,,50000.0,Noir,105000.0,Avec kilométrage,1.5,2022.0,Automatique,Autres,Autres,4 x 4,Essence,8.0
Tunis,,190000.0,Noir,98000.0,Avec kilométrage,3.0,2010.0,Automatique,BMW,X6,4 x 4,Diesel,15.0
Tunis,,69000.0,Noir,119000.0,Avec kilométrage,1.8,2018.0,Automatique,Mercedes-Benz,Classe CLA,Berline,Essence,8.0
Tunis,,75000.0,Gris,61900.0,Avec kilométrage,1.6,2021.0,Manuelle,Seat,Ibiza,Compacte,Essence,4.0
Tunis,,169000.0,Noir,49500.0,Avec kilométrage,1.6,2009.0,Automatique,Jeep,Grand Cherokee,4 x 4,Essence,15.0
Nabeul,,220000.0,Noir,49000.0,Nouveau,3.0,2008.0,Automatique,BMW,Serie 7,Berline,Diesel,15.0
Gabès,,160.0,Gris,16500.0,Avec kilométrage,1.6,2000.0,Manuelle,Peugeot,406,Compacte,Essence,7.0
Médenine,,153000.0,Blanc,45000.0,Avec kilométrage,1.5,2018.0,Manuelle,Citroen,Berlingo,Berline,Diesel,0.0
Tunis,,400000.0,Blanc,17000.0,Avec kilométrage,2.0,1996.0,Manuelle,Isuzu,Trooper,Utilitaire,Diesel,9.0
Tunis,,400000.0,Blanc,22000.0,Avec kilométrage,2.0,1996.0,Manuelle,Isuzu,Trooper,Utilitaire,Diesel,9.0
Jendouba,,200000.0,Blanc,19000.0,Avec kilométrage,1.6,1995.0,Manuelle,Mercedes-Benz,250,Utilitaire,Diesel,8.0
Tunis,,200000.0,Noir,34000.0,Avec kilométrage,1.6,2012.0,Manuelle,Renault,Fluence,Berline,Essence,7.0
Tunis,,140000.0,Bleu,68000.0,Avec kilométrage,1.3,2018.0,Automatique,Renault,Kadjar,Autres,Essence,7.0
Nabeul,,520000.0,Gris,25000.0,Avec kilométrage,1.9,2000.0,Manuelle,Volkswagen,Bora,Berline,Diesel,7.0
Tunis,,67500.0,Noir,119000.0,Nouveau,1.4,2020.0,Manuelle,Mercedes-Benz,Classe A,Compacte,Essence,7.0
Ariana,,322000.0,Noir,42000.0,RS,1.9,2009.0,Manuelle,BMW,Serie 3 GT,Berline,Diesel,143.0
Sousse,,72500.0,Gris,385000.0,Avec kilométrage,2.0,2020.0,Automatique,Land Rover,Range Rover Sport,4 x 4,Hybride essence,19.0
Sousse,,168000.0,Blanc,51000.0,Avec kilométrage,1.6,2016.0,Automatique,Ssangyong,Tivoli,Autres,Essence,7.0
Tunis,,228000.0,Vert,27000.0,Avec kilométrage,1.6,2002.0,Manuelle,mini,Cooper,Compacte,Essence,7.0
Sousse,,220000.0,Noir,35000.0,Avec kilométrage,1.6,2008.0,Manuelle,Audi,A3,Berline,Essence,5.0
Tunis,,140.0,Gris,23000.0,Avec kilométrage,1.5,2004.0,Manuelle,Renault,Megane,Utilitaire,Diesel,6.0
Ben Arous,,174000.0,Noir,35000.0,Avec kilométrage,1.6,2014.0,Manuelle,Citroen,C4 Cactus,Berline,Essence,7.0
Sousse,,400.0,Gris,20000.0,Nouveau,1.5,2004.0,Manuelle,Renault,Megane,Compacte,Diesel,5.0
Gafsa,,111111111.0,Blanc,14000.0,Pièces manquantes,1.9,2008.0,Manuelle,Opel,Vivaro,Monospace,Diesel,8.0
La Manouba,,166700.0,Gris,42000.0,Avec kilométrage,3.0,2007.0,Manuelle,Mitsubishi,L200,4 x 4,Diesel,10.0
Mahdia,,41000.0,Gris,124995.0,Avec kilométrage,1.5,2020.0,Manuelle,Volkswagen,Golf 8,Compacte,Essence,8.0
Tunis,,186.0,Autre,28000.0,Avec kilométrage,1.4,2009.0,Manuelle,mini,One,Compacte,Essence,5.0
Sousse,,140000.0,Noir,17500.0,Avec kilométrage,1.6,2015.0,Manuelle,Mitsubishi,Canter,Autres,Essence,4.0
Tunis,,51933.0,Rouge,35000.0,Avec kilométrage,1.2,2017.0,Manuelle,Baic,Autres,4 x 4,Essence,3.0
Ben Arous,,93000.0,Noir,93000.0,Avec kilométrage,2.2,2016.0,Automatique,Audi,Q3,Compacte,Essence,8.0
Ben Arous,,4544604.0,Blanc,12000.0,Avec kilométrage,1.6,1998.0,Manuelle,Volkswagen,Polo,Compacte,Essence,1.4
Tunis,,73000.0,Noir,125000.0,Avec kilométrage,1.6,2019.0,Automatique,Audi,A5,Berline,Essence,8.0
Ben Arous,,200000.0,Noir,24000.0,Avec kilométrage,1.5,2016.0,Manuelle,Dacia,Dokker,Utilitaire,Diesel,6.0
Sfax,,200000.0,Noir,52578.0,Avec kilométrage,1.5,2010.0,Manuelle,Renault,Megane,Berline,Diesel,5.0
Nabeul,,78000.0,Bleu,99000.0,Nouveau,1.7,2018.0,Manuelle,Mercedes-Benz,Classe C,Berline,Diesel,7.0
Tunis,,177.0,Blanc,50000.0,Avec kilométrage,2.0,2010.0,Automatique,Jaguar,XF,Compacte,Essence,16.0
Tunis,,213000.0,Blanc,29500.0,Avec kilométrage,1.6,2017.0,Manuelle,Dacia,Dokker,Autres,Diesel,6.0
Ariana,,100000.0,Blanc,67900.0,Avec kilométrage,1.2,2018.0,Manuelle,Audi,A3,Compacte,Essence,6.0
Tunis,,25000.0,Gris,128000.0,Avec kilométrage,1.4,2021.0,Automatique,Seat,Leon ST,Compacte,Hybride essence,11.0
Sfax,,53000.0,Gris,74500.0,Avec kilométrage,1.6,2020.0,Manuelle,Volkswagen,Golf,Berline,Essence,6.0
Sfax,,88000.0,Gris,62500.0,Avec kilométrage,1.6,2018.0,Automatique,Ford,ECOSPORT,4 x 4,Essence,7.0
Mahdia,,230000.0,Bleu,23900.0,Avec kilométrage,3.0,2001.0,Automatique,BMW,Serie 5,Berline,Diesel,13.0
La Manouba,,266000.0,Gris,27500.0,Avec kilométrage,1.2,2012.0,Manuelle,Ford,Fiesta,Autres,Essence,5.0
La Manouba,,250.0,Rouge,25000.0,Avec kilométrage,1.4,2012.0,Manuelle,Chevrolet,Spark,Compacte,Essence,5.0
Tunis,,241527.0,Blanc,22000.0,Avec kilométrage,3.0,2015.0,Manuelle,Peugeot,Bipper,Autres,Diesel,6.0
Ben Arous,,211000.0,Noir,38500.0,Avec kilométrage,1.6,2011.0,Manuelle,Peugeot,508,Berline,Diesel,6.0
Tunis,,83000.0,Blanc,61000.0,Avec kilométrage,1.5,2019.0,Automatique,Autres,Autres,Pick up,Essence,7.0
Tunis,,81000.0,Blanc,63000.0,Avec kilométrage,1.5,2019.0,Automatique,Autres,Autres,Pick up,Essence,7.0
Nabeul,,88800.0,Blanc,51000.0,Avec kilométrage,1.5,2021.0,Manuelle,Geely,GK-GL,Berline,Essence,6.0
Ariana,,219000.0,Blanc,64000.0,Avec kilométrage,1.6,2013.0,Automatique,BMW,Serie 3 GT,Berline,Essence,7.0
Médenine,,122000.0,Gris,66000.0,Avec kilométrage,1.4,2017.0,Automatique,Volkswagen,Golf,Compacte,Essence,6.0
Tunis,,183000.0,Autre,22400.0,Avec kilométrage,1.2,2017.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Tunis,,45000.0,Bleu,120000.0,Avec kilométrage,2.0,2016.0,Automatique,Volkswagen,Golf 7,Compacte,Essence,13.0
Médenine,,235000.0,Noir,23500.0,Avec kilométrage,1.2,2003.0,Manuelle,Renault,Clio,Compacte,Essence,4.0
Mahdia,,300000.0,Blanc,85000.0,Avec kilométrage,3.0,2018.0,Manuelle,Iveco,Daily,Berline,Diesel,10.0
Tunis,,152000.0,Rouge,52000.0,Avec kilométrage,1.5,2018.0,Manuelle,Mazda,3,Compacte,Essence,6.0
Tunis,,236000.0,Bleu,49999.0,Avec kilométrage,1.6,2011.0,Manuelle,Volkswagen,Caddy,Monospace,Diesel,6.0
Tunis,,105800.0,Gris,49491.0,Avec kilométrage,1.2,2019.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Nabeul,,112.0,Blanc,38000.0,Avec kilométrage,1.6,2018.0,Manuelle,Kia,Picanto,Compacte,Essence,4.0
Ben Arous,,183000.0,Gris,17500.0,Avec kilométrage,1.6,2005.0,Manuelle,Peugeot,206,Compacte,Essence,4.0
Ben Arous,,164600.0,Gris,35000.0,Avec kilométrage,1.6,2011.0,Manuelle,Peugeot,3008,Monospace,Essence,7.0
Sfax,,280000.0,Blanc,10500.0,Avec kilométrage,1.6,2001.0,Manuelle,Fiat,Palio,Compacte,Essence,5.0
Tozeur,,160000.0,Blanc,70000.0,Nouveau,2.0,2020.0,Manuelle,Citroen,Jumper,Autres,Diesel,9.0
Tunis,,69000.0,Gris,33000.0,Nouveau,1.2,2020.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Gafsa,,400000.0,Blanc,22500.0,Avec kilométrage,2.5,2007.0,Manuelle,Mitsubishi,L200,Compacte,Diesel,10.0
Tunis,,187000.0,Blanc,17800.0,Avec kilométrage,1.2,2013.0,Manuelle,Fiat,Doblo,Compacte,Diesel,5.0
La Manouba,,230000.0,Noir,25000.0,Avec kilométrage,2.2,2006.0,Manuelle,Ford,Mondeo,Berline,Diesel,7.0
Gabès,,130000.0,Noir,37600.0,Avec kilométrage,1.6,2016.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Le Kef,,200000.0,Noir,27000.0,Avec kilométrage,1.4,2009.0,Manuelle,Peugeot,308,Compacte,Essence,6.0
Tunis,,80000.0,Gris,20000.0,Avec kilométrage,1.2,2018.0,Manuelle,Chery,QQ,Compacte,Essence,4.0
Médenine,,94000.0,Noir,38000.0,Nouveau,1.2,2017.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Tunis,,140000.0,Autre,32000.0,RS,1.4,2013.0,Manuelle,Peugeot,208,Autres,Essence,4.0
Ben Arous,,150000.0,Gris,100000.0,Avec kilométrage,1.7,2018.0,Automatique,Kia,Sportage,4 x 4,Diesel,7.0
Tunis,,15000.0,Gris,75000.0,Avec kilométrage,1.6,2023.0,Manuelle,Kia,Sorento,Utilitaire,Essence,5.0
Sousse,,142000.0,Beige,28500.0,Avec kilométrage,1.4,2014.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Mahdia,,45000.0,Autre,19000.0,Nouveau,1.5,2023.0,Automatique,Chery,Tiggo,4 x 4,Essence,6.0
Béja,,164000.0,Blanc,38000.0,Avec kilométrage,1.2,2007.0,Manuelle,Mitsubishi,L200,Autres,Diesel,10.0
Sousse,,99000.0,Blanc,46000.0,Avec kilométrage,1.2,2018.0,Manuelle,Volkswagen,Polo,Compacte,Essence,4.0
Nabeul,,400000.0,Vert,16000.0,Avec kilométrage,1.6,2004.0,Manuelle,Renault,Megane,Autres,Diesel,5.0
Ben Arous,,146000.0,Noir,74000.0,Avec kilométrage,1.6,2016.0,Automatique,Kia,Sportage,Compacte,Essence,8.0
Sfax,,35200.0,Noir,120000.0,Avec kilométrage,1.4,2023.0,Automatique,Skoda,Octavia,Berline,Essence,8.0
Nabeul,,530000.0,Blanc,39000.0,Avec kilométrage,2.5,2008.0,Manuelle,Iveco,Daily,Autres,Diesel,0.0
Ariana,,80000.0,Bleu,17800.0,Avec kilométrage,1.4,2006.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Ben Arous,,67000.0,Blanc,47000.0,Avec kilométrage,1.2,2019.0,Manuelle,Citroen,C3,Compacte,Essence,4.0
Ariana,,162000.0,Gris,40000.0,Avec kilométrage,3.0,2016.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Tunis,,290.0,Noir,12000.0,Avec kilométrage,1.2,2004.0,Manuelle,Fiat,Palio,Berline,Essence,5.0
Kasserine,,250000.0,Gris,30000.0,Avec kilométrage,1.6,2015.0,Manuelle,Citroen,C4 Cactus,Compacte,Essence,6.0
Sidi Bouzid,,188000.0,Gris,32000.0,Avec kilométrage,1.6,2011.0,Automatique,Renault,Fluence,Berline,Essence,7.0
Mahdia,,180000.0,Blanc,27000.0,Nouveau,1.4,2014.0,Manuelle,Fiat,Fiorino,Autres,Essence,8.0
Nabeul,,200000.0,Blanc,14000.0,Avec kilométrage,2.0,1992.0,Manuelle,Isuzu,Trooper,Autres,Diesel,1946.0
Ariana,,113000.0,Gris,134900.0,Avec kilométrage,2.0,2022.0,Automatique,Seat,Leon,4 x 4,Essence,11.0
Monastir,,32000.0,Bleu,51000.0,Avec kilométrage,1.5,2021.0,Manuelle,MG,3,Autres,Essence,6.0
Tunis,,38000.0,Bleu,55000.0,Avec kilométrage,1.6,2021.0,Automatique,Geely,GK-GL,Compacte,Essence,6.0
Monastir,,230.0,Gris,42700.0,Avec kilométrage,1.6,2011.0,Manuelle,Volkswagen,Passat,Berline,Essence,7.0
Tunis,,170000.0,Beige,39000.0,Avec kilométrage,3.0,2016.0,Manuelle,Renault,Capture,Autres,Essence,6.0
Ben Arous,,193000.0,Gris,35000.0,Avec kilométrage,1.6,2013.0,Manuelle,Opel,Insignia,Berline,Essence,11.0
Nabeul,,570000.0,Gris,73000.0,Avec kilométrage,2.5,2012.0,Manuelle,Isuzu,D-MAX,4 x 4,Diesel,157.0
Tunis,,120000.0,Rouge,31500.0,Avec kilométrage,1.6,2011.0,Manuelle,Renault,Megane,Autres,Essence,7.0
Sfax,,122.0,Gris,19000.0,Nouveau,1.6,2015.0,Manuelle,Fiat,Doblo,Autres,Diesel,5.0
Sousse,,76000.0,Blanc,55000.0,Avec kilométrage,1.6,2021.0,Manuelle,Renault,Clio,Berline,Essence,4.0
Kasserine,,153000.0,Blanc,23000.0,Avec kilométrage,1.5,2017.0,Manuelle,Fiat,Fiorino,Berline,Diesel,5.0
Ben Arous,,80000.0,Blanc,120000.0,Avec kilométrage,3.5,2008.0,Automatique,Chrysler,300C,Compacte,Essence,17.0
Tataouine,,67000.0,Noir,120000.0,Avec kilométrage,3.0,2019.0,Automatique,Audi,TTS,Autres,Diesel,116.0
Sfax,,187.0,Blanc,55952.0,Avec kilométrage,3.0,2017.0,Manuelle,Volkswagen,Caddy,Autres,Diesel,5.0
Sidi Bouzid,,11111111.0,Bleu,1111.0,Avec kilométrage,1.6,1997.0,Manuelle,Volkswagen,Polo,Autres,Essence,4.0
Ariana,,215000.0,Gris,21000.0,Avec kilométrage,1.3,2008.0,Manuelle,Opel,Corsa,Compacte,Diesel,101.0
Ariana,,170.0,Gris,51500.0,Avec kilométrage,1.6,2016.0,Automatique,Ssangyong,Tivoli,Berline,Essence,7.0
Ben Arous,,97000.0,Rouge,51000.0,Avec kilométrage,1.2,2019.0,Manuelle,Peugeot,2008,Autres,Essence,5.0
Ben Arous,,116000.0,Noir,114000.0,Avec kilométrage,1.6,2016.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,8.0
Tunis,,110000.0,Autre,42000.0,Avec kilométrage,1.6,2020.0,Manuelle,Ford,Fiesta,Compacte,Essence,4.0
Sousse,,97000.0,Blanc,50000.0,Avec kilométrage,1.6,2016.0,Automatique,Hyundai,Veloster,Autres,Essence,8.0
Tunis,,135000.0,Noir,33000.0,Avec kilométrage,1.6,2010.0,Manuelle,mini,One,Autres,Essence,5.0
